index,Song-Name,Singer/Artists,Genre,Movie,User-Rating
1806,Jab Se Hum Tere,"Alka Yagnik, Kumar Sanu",BollywoodDance,Krantiveer,8.5/10
1807,Allah Hi Reham,Ustad Rashid Khan,BollywoodRomantic,My Name is Khan,9.6/10
1808,Ajnabi Shehar,Sonu Nigam,BollywoodRomantic,Jaan-E-Mann,9.5/10
1809,Auva Auva Koi Yahan Nache,Bappi Lahiri,BollywoodDance,Disco Dancer,9.1/10
1810,Roy Mashup,Multiple,BollywoodDance,Roy,8.9/10
1811,Mujse Shaadi Karogi,"Alka Yagnik, Kumar Sanu, Shankar Mahadevan, Suresh Wadkar",BollywoodRomantic,Dulhan Hum Le Jayenge,8.8/10
1812,Mohe Panghat Pe,Lata Mangeshkar,BollywoodDevotional,Mughal-E-Azam,9.1/10
1813,Tauba Main Vyaah Karke Pachtaya,"Poorvi Koutish, Shahid Malya",BollywoodDance,Shaadi Ke Side Effects,9.1/10
1814,Chura Lo Dil Mera,"Kumar Sanu, Sanjivani",BollywoodRomantic,Kareeb,9.3/10
1815,Tere Bina Tere Bina,"Alka Yagnik, Shaan",BollywoodDance,Khushi,9.4/10
1816,Pyaar Tune Kya Kiya,"Alka Yagnik, Sonu Nigam",BollywoodDance,Pyaar Tune Kya Kiya,9.3/10
1817,Der Na Ho Jaye Kahin,"Lata Mangeshkar, Mohammad Sayeed, Suresh Wadkar",BollywoodDance,Henna,7.9/10
1818,Mujhko Neend Aa Rahi Hai,"Sonu Nigam, Sunidhi Chauhan",BollywoodRomantic,Ajnabee,7.0/10
1819,Samajh Kar Chand Jis Ko,"Alka Yagnik, Vinod Rathod",BollywoodRomantic,Baazigar,8.6/10
1820,Labon Ko,K.K.,BollywoodRomantic,Bhool Bhulaiyaa,9.5/10
1821,Rehna Tu,"A.R. Rahman, Benny Dayal, Tanvi",BollywoodRomantic,Delhi-6,9.6/10
1822,Hass Nache Le,Shahid Mallya,BollywoodDance,Udta Punjab,9.6/10
1823,Dhai Akhar,Mohammed Irfan,BollywoodRomantic,Ishq Click,9.1/10
1824,Chennai Express Mashup,Multiple,BollywoodDance,Chennai Express,9.1/10
1825,Aaja Aaja Re Tujhko,"Asha Bhosle, Mahendra Kapoor",BollywoodRomantic,Gumrah,8.8/10
1826,Keh Do Ke Tum,"Amit Kumar, Anuradha Paudwal",BollywoodRomantic,Tezaab,8.3/10
1827,Ang Lag Ja Balma,Asha Bhosle,BollywoodRomantic,Mera Naam Joker,8.1/10
1828,Tanhaiyan,"Himesh Reshammiya, Sunidhi Chauhan",BollywoodSad,Aap Kaa Surroor,9.3/10
1829,Dil Dil Deewana,"Alka Yagnik, Udit Narayan",BollywoodDance,Har Dil Jo Pyar Karega,9.2/10
1830,Tere Mohalle,"Aishwarya Nigam, Mamta Sharma",BollywoodDance,Besharam,8.4/10
1831,Mera Dil Ab Tera Ho Sajna,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,8.3/10
1832,Pyaar Yeh Jaane Kaise,"Kavita Krishnamurthy, Suresh Wadkar",BollywoodDance,Rangeela,9.1/10
1833,Are Diwano Mujhe Pehchano,Kishore Kumar,BollywoodDance,Don,8.9/10
1834,Aaj Din Chadheya,"Harshdeep Kaur, Irshad Kamil",BollywoodRomantic,Love Aj Kal,9.6/10
1835,Na Jaa,Asees Kaur,BollywoodSad,Jia Aur Jia,7.8/10
1836,Mai Ri Mai,Harshdeep Kaur,BollywoodSad,Parched,9.5/10
1837,Jiske Liye Sabko Chhoda,"Mohammed Rafi, Sulakshana Pandit",Bollywood,Saajan Ki Saheli,8.1/10
1838,Thori Se Jo Peeli Hai,Kishore Kumar,BollywoodDance,Namak Halaal,8.9/10
1839,Desi Beat,"Amrita Kak, Mika Singh",BollywoodDance,Bodyguard,9.1/10
1840,Lamha Lamha,Amit Mishra,BollywoodRomantic,Sargoshiyan,9.0/10
1841,Kaisi Yeh Judai Hain,Falak Shabir,BollywoodSad,Jannat,9.7/10
1842,Chaudhvin Ka Chand,Mohammed Rafi,BollywoodRomantic,Chaudhvin Ka Chand,9.2/10
1843,Jeth Ki Dophar Mein,"Kumar Sanu, Poornima",BollywoodRomantic,Coolie No. 1,8.2/10
1844,Jingle Jingle,"Farhid, Master Saleem, Mohit Chauhan",BollywoodDance,Badmaash Company,9.4/10
1845,Gadbad Ho Gayee,"Amit Kumar, Jolly, Kavita Krishnamurthy",BollywoodDance,Chaalbaaz,8.9/10
1846,Hamare Gaon Koi,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Professor,8.6/10
1847,Blue (Theme),"Dilshad, Jaspeert Singh, Neha Kakkar, Raqeeb Aalam, Sonu Kakkar",BollywoodDance,Blue,9.5/10
1848,Main Kya Hoon,KK,BollywoodDance,Love Aj Kal,9.5/10
1849,Chand Si Mehbooba Ho Meri,Mukesh,BollywoodRomantic,Himalay Ki Godmein,9.1/10
1850,Dagariyo Chalo,"Alka Yagnik, Udit Narayan",BollywoodDance,Chalte Chalte,9.4/10
1851,Daaru Band Kal Se,"Sonu Nigam, Teesha Nigam",BollywoodDance,Singh Saab The Great,8.9/10
1852,Adhoore Tum Adhoore Hum,"Alyssa Mendonsa, Vishal Dadlani",BollywoodDance,Break Up Ke Baad,9.6/10
1853,Hai Rama,"Hariharan, Swarnalatha",BollywoodDance,Rangeela,9.1/10
1854,Madhuban Mein Radhika Nache Re,Mohammed Rafi,BollywoodDance,Kohinoor,9.0/10
1855,Main khiladi Tu Anari,"Abhijeet, Anu Malik",BollywoodDance,Main Khiladi Tu Anari,8.9/10
1856,Main Pal Do Pal Ka Shayar,Mukesh,BollywoodSad,Kabhi Kabhie,9.0/10
1857,Aashiyana,Salim Merchant,BollywoodDance,Fashion,9.2/10
1858,Mehbooba Mehbooba,"Adnan Sami, Sunidhi Chauhan",BollywoodDance,Ajnabee,9.3/10
1859,Mehbooba Mehbooba,"Adnan Sami, Sunidhi Chauhan",Bollywood,Ajnabee,9.3/10
1860,Lapak Jhapak,"Armaan Malik, Siddharth Mahadevan, Yashita Sharma",BollywoodDance,Ghayal Once Again,9.0/10
1861,Koi Mil Gaya,"K. S. Chithra, Udit Narayan",BollywoodRomantic,Koi Mil Gaya,9.2/10
1862,Senorita,"Abhay Deol, Farhan Akhtar, Hrithik Roshan",BollywoodDance,Zindagi Na Milegi Dobara,9.5/10
1863,Ek Onkaar,Harshdeep Kaur,BollywoodDevotional,Rang De Basanti,9.7/10
1864,Twinkle Twinkle,"Rana Mazumder, Shreya Ghoshal",BollywoodDance,The Dirty Picture,7.8/10
1865,Chupke Se Sun,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Mission Kashmir,9.4/10
1866,Pal Bhar Ke Liye,"Kishore Kumar, Usha Khanna",BollywoodRomantic,Johny Mera Naam,8.3/10
1867,The Dirty Mashup,Multiple,BollywoodDance,Single,8.8/10
1868,Tu Koi Aur Hai,,BollywoodSad,Tamasha,9.5/10
1869,Love Ka The End,Aditi Singh Sharma,Bollywood,Love Ka The End,9.7/10
1870,Mene Lagan Lagi,Jaspinder Nirula,BollywoodSad,Dil Kya Kare,8.9/10
1871,Teri Kasam Main Hoon,Vinod Rathod,BollywoodDance,Prem Granth,7.4/10
1872,Chahe Zubaan,Sonu Nigam,BollywoodRomantic,Dil Hai Tumhaara,9.2/10
1873,Mujhe Tu Jo Mila,Aaman Trikha,BollywoodRomantic,Khel To Abb Shuru Hoga,8.6/10
1874,Tu Roop Ki Rani Main Choron Ka Raja,"Lata Mangeshkar, Talat Mahmood",BollywoodDance,Roop Ki Rani Choron Ka Raja,8.8/10
1875,Fake Ishq,"Altamash Faridi, Kailash Kher, Nakash Aziz",BollywoodSad,Housefull 3,9.0/10
1876,Harry Is Not Bhramchari,"Ishq Bector, Jazzy B",BollywoodDance,Shaadi Ke Side Effects,9.1/10
1877,Din Sara Guzara Tore Angana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Junglee,8.1/10
1878,Desi Romance,"Arijit Singh, Suchi",BollywoodDance,Shaadi Ke Side Effects,9.2/10
1879,Do Hanson Ka Joda,Lata Mangeshkar,BollywoodSad,Gunga Jumna,8.3/10
1880,Taki Oh Taki,"Asha Bhosle, Kishore Kumar",BollywoodDance,Himmatwala,8.3/10
1881,Taki Oh Taki,"Asha Bhosle, Bappi Lahiri",BollywoodDance,Himmatwala,8.3/10
1882,Yeh Raaste Hai Pyaar Ke,"Jaspinder Narula, Shaan",BollywoodDance,Yeh Raaste Hain Pyaar Ke,8.7/10
1883,Pinjra Tod Ke,Sunidhi Chauhan,Bollywood,Simran,9.3/10
1884,Mere Buddy,"Amitabh Bachchan, Armaan Malik",BollywoodDance,Bhoothnath,9.2/10
1885,Chugliyaan,"Javed Ali, Sahir Ali Bagga",BollywoodDance,Once Upon A Time In Mumbaai Dobara,9.0/10
1886,Mohe Chedo Na,Lata Mangeshkar,BollywoodDance,Lamhe,9.0/10
1887,Ishq Vishq Pyaar Vyaar,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ishq Vishk,9.1/10
1888,Jeeye To Jeeye Kaise (Duet Version),"Anuradha Paudwal, Kumar Sanu, S.P. Balasubrahmanyam",BollywoodRomantic,Saajan,8.8/10
1889,O Mehbooba,Mukesh,BollywoodRomantic,Sangam,8.7/10
1890,Alcholic (Remix),Yo Yo Honey Singh,BollywoodDance,The Shaukeens,9.4/10
1891,Pehli Baar Mile Hain,S.P. Balasubrahmanyam,BollywoodDance,Saajan,9.1/10
1892,Main Hoon No 1 Gawaiya,"Kunal Ganjawala, Satyanarayan, Satyanarayan Mishra, Vinod Rathod",Bollywood,Saajan Chale Sasural,8.8/10
1893,Tu,"Papon, Shreya Ghoshal",BollywoodRomantic,Bobby Jasoos,9.5/10
1894,Rab Ka Shukrana,Mohit Chauhan,BollywoodRomantic,Jannat 2,9.6/10
1895,Ek But Banaoonga,Mohammed Rafi,BollywoodRomantic,Asli Naqli,8.9/10
1896,Muskurane (Unplugged),"Jeet Gannguli, Mohammed Irfan",BollywoodRomantic,Citylights,9.6/10
1897,Naina Milaike,"Madhushree, Sadhana Sargam",BollywoodDance,Saathiya,9.4/10
1898,Full Jhol,"Akasa Singh, Mika Singh",BollywoodDance,Jackpot,8.6/10
1899,O Saathi Re,"Shreya Ghoshal, Vishal Bhardwaj",BollywoodDance,Omkara,9.3/10
1900,Awara Hoon,Mukesh,BollywoodDance,Awaara,9.3/10
1901,Tere Pyar Mein Dil Deewana,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Coolie No. 1,8.6/10
1902,Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Yaariyan,9.2/10
1903,In Panchion Ko Dekh Kar,"Baby Sneha, Kavita Krishnamurthy, Shaan",BollywoodDance,Koi Mil Gaya,9.1/10
1904,Lovely (Remix),"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",BollywoodDance,Happy New Year,9.1/10
1905,Mere Mehboob Tujhe,Mohammed Rafi,BollywoodSad,Mere Mehboob,9.1/10
1906,Naam Mera Premkali,Kavita Krishnamurthy,BollywoodDance,Chaalbaaz,9.1/10
1907,Humka Peeni Hai Peeni,"Master Saleem, Shabab Sabri",BollywoodDance,Dabangg,9.2/10
1908,Humka Peeni Hai,"Master Saleem, Shabab Sabri, Wajid",BollywoodDance,Dabangg,9.2/10
1909,Bye Bye Miss Good Night,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Saajan Chale Sasural,8.3/10
1910,Bana Ke Kyon Bigada Re,Lata Mangeshkar,BollywoodSad,Zanjeer,8.1/10
1911,Mausam Hai Bada Qatil,Sonu Nigam,BollywoodDance,Chup Chup Ke,9.1/10
1912,Ram Narayan Baaja Bajaata,Udit Narayan,BollywoodDance,Saajan Chale Sasural,8.9/10
1913,Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",BollywoodDance,Dil To Pagal Hai,9.1/10
1914,Yeh Joker,"Shweta Pandit, Sonu Nigam",BollywoodDance,Joker,9.3/10
1915,Ae Mohabbat Zindabad,Mohammed Rafi,BollywoodSad,Mughal-E-Azam,9.1/10
1916,Daiyya Maiyya,"Rasika Chandrashekhar, Shankar Mahadevan, Udit Narayan",BollywoodDance,Kill Dil,9.6/10
1917,Yaad Mein Teri,"Lata Mangeshkar, Mohammed Rafi",BollywoodSad,Mere Mehboob,8.9/10
1918,Hum To Dil Chahen Tumhara,"Hema Sardesai, Kumar Sanu",BollywoodRomantic,Soldier,9.3/10
1919,Tumsa Koi Pyaara,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Khuddar,9.1/10
1920,Diwani Tum Jawanon Ki,"Jolly Mukherjee, Mohammad Aziz, Sapna Mukherjee",BollywoodDance,Dayavan,7.7/10
1921,Vadiya,Amit Trivedi,BollywoodDance,Udta Punjab,9.2/10
1922,Sukh Karta (Ganpati Aarti),Amit Mishra,BollywoodDevotional,Atithi Tum Kab Jaoge,9.2/10
1923,O Sathiya,"Alka Yagnik, Udit Narayan",BollywoodDance,Saaya,9.3/10
1924,Chuee Muee,"Asha Bhosle, Mohammed Aziz",BollywoodRomantic,Himmat Aur Mehanat,8.8/10
1925,Flip Your Collar Back,Benny Dayal,BollywoodDance,Raja Natwarlal,9.5/10
1926,In Kadmon Ke Neeche,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kya Kehna,9.1/10
1927,Mahek Bhi,Shreya Ghoshal,BollywoodRomantic,Aiyyaa,9.6/10
1928,Dance Basanti (Remix),"Anushka Manchanda, Vishal Dadlani",BollywoodDance,Ungli,9.2/10
1929,Do Dilon Ke,"Hariharan, Shreya Ghoshal",BollywoodPatrioticSad,Partition 1947,9.4/10
1930,Mere Angne Mein,Amitabh Bachchan,BollywoodDance,Laawaris,9.2/10
1931,Raat Ko Neend Aati Nahi,"Alka Yagnik, Amit Kumar",BollywoodRomantic,Judaai,8.9/10
1932,Saiyyan,"Aaman Trikha, Swati Sharma",BollywoodRomantic,1:13:7 Ek Tera Saath,9.5/10
1933,Mere Ghulam Tera,"Alka Yagnik, Udit Narayan",BollywoodDance,Laadla,9.1/10
1934,Sehra,Ankit Tiwari,BollywoodRomantic,Do Lafzon Ki Kahani,9.5/10
1935,Sharma Ke Ye Kyon Sab Pardanashi,"Asha Bhosle, Shamshad Begum.",BollywoodDance,Chaudhvin Ka Chand,8.5/10
1936,Pyar Ko Ho Jane Do,"Kumar Sanu, Lata Mangeshkar",BollywoodRomantic,Dushman,9.3/10
1937,Dil Darbadar,Ankit Tiwari,BollywoodSad,PK,9.3/10
1938,Rind Posh Maal,Shankar Mahadevan,BollywoodDance,Mission Kashmir,8.9/10
1939,Main Hoon Deewana Tera,"Anjjan, Arijit Singh, Meet Bros",BollywoodDanceRomantic,Ek Paheli Leela,9.0/10
1940,Kaun Hai Woh,"Alisha Chinai, Udit Narayan",BollywoodDance,Ishq Vishk,9.4/10
1941,Raju Chacha,"Francis Menezes, Jatin-Lalit, Sehar, Shaan, Shraddha Pandit, Shweta Pandit, Sneha Pant",BollywoodDance,Raju Chacha,9.2/10
1942,Ankhon Se Tune Yeh Kya,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ghulam,8.9/10
1943,Tik Tuk,"Daler Mehndi, Monali Thakur, Vishal Dadlani",BollywoodDance,Rascals,9.4/10
1944,Yunhi Kat Jaayega,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hai Rahi Pyaar Ke,9.1/10
1945,Ali Maula,Salim Merchant,BollywoodMotivational,Kurbaan,9.5/10
1946,Yaara Yaara,"Alka Yagnik, Udit Narayan",BollywoodDance,Hum Tum,9.5/10
1947,Kahin Se Aayi Rani � Kahin Se Aaya Raja,"Amit Kumar, Ishwari, Kavita Krishnamurthy, Shraddha Pandit, Shweta",BollywoodDance,Raju Chacha,9.1/10
1948,Khuda Nigheban Ho,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,9.0/10
1949,Dhoop Ke Makaan Sa,"Hitesh Sonik, Shekhar Ravjiani",BollywoodRomantic,Break Up Ke Baad,9.6/10
1950,Chheda Mera Dil Ne Tarana,Mohammed Rafi,BollywoodDance,Asli Naqli,9.0/10
1951,Beliya,"Aditi Paul, Armaan Malik",BollywoodRomantic,Mehrunisa V Lub U,8.9/10
1952,Mahi,"Harshdeep Kaur, Shabab Sabri",BollywoodSad,Irada,9.6/10
1953,Aisa Deewana,Sonu Nigam,BollywoodRomantic,Dil Maange More,9.2/10
1954,Har Har Gange,Aaman Trikha,BollywoodDance,Bhoothnath Returns,9.0/10
1955,Khambe Jaisi Khadi Hai,Udit Narayan,BollywoodDanceRomantic,Dil,9.0/10
1956,Saawan Mein Lag Gayi Aag,Mika Singh,BollywoodDance,Woodstock Villa,8.8/10
1957,Dhoom Dhaam,"Ankit Tiwari, Palak Muchhal",BollywoodRomantic,Action Jackson,8.9/10
1958,Aayi Re Aayi Re Khushi,Sunidhi Chauhan,BollywoodDance,Khushi,9.2/10
1959,Mera Jahan,"Adnan Sami, Ananya Wadkar, Auriel Cordo",BollywoodSad,Taare Zameen Par,9.6/10
1960,Let It Be,Shaan,BollywoodDance,Desi Boyz,9.3/10
1961,Dua,"Kailash Kher, Marianne D'cruz Aiman, Sukhwinder Sing",BollywoodDance,Kurbaan,9.4/10
1962,Badlapur,Multiple,BollywoodDance,Badlapur,9.4/10
1963,Jab Chaye Tera Jadoo,Kanika Kapoor,BollywoodDance,Main Aur Charles,9.4/10
1964,Gulon Mein Rang Bhare,Arijit Singh,BollywoodSad,Haider,9.5/10
1965,Main Hi Main Hoon,Suresh Wadkar,BollywoodRomantic,Ram Teri Ganga Maili,7.5/10
1966,Yaad Teri Yaad,"Abhijeet Sawant, Shreya Ghoshal",BollywoodDance,Jawani Diwani: A Youthful Joyride,9.2/10
1967,Shabe Firaq,"Himesh Reshammiya, Tulsi Kumar",BollywoodDance,Chup Chup Ke,9.4/10
1968,Andaz Mera Mastana,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,8.4/10
1969,Pyaar Kar,"Kavita Krishnamurthy, Shaan, Udit Narayan",BollywoodDance,Single,8.9/10
1970,Right Now (Remix),"Sunidhi Chauhan, Suzzane De Mello, Wajid",BollywoodDance,Housefull 2,8.5/10
1971,Aao Na,Vishal Dadlani,BollywoodDance,Haider,9.7/10
1972,Tere Pyar Mein Dildar,Lata Mangeshkar,BollywoodDance,Mere Mehboob,8.5/10
1973,Hai Isi Men Pyar Ki Abroo,Lata Mangeshkar,BollywoodSad,Anpadh,8.9/10
1974,Jhelum,Vishal Bhardwaj,BollywoodSad,Haider,9.6/10
1975,Yaad Aayee,Adnan Sami,BollywoodRomantic,Muskaan,9.0/10
1976,Yaari Yaari,Ram Sampath,Bollywood,Purani Jeans,9.7/10
1977,Hai Jaana Hai Jaana,Sujatha Mohan,BollywoodDance,Pukar,7.1/10
1978,F.U.N. Fun Funaa,Ali Zafar,BollywoodDance,Luv Ka The End,9.6/10
1979,Muh Meetha Kara De,"Benny Dayal, Monali Thakur",BollywoodDance,Rabba Main Kya Karoon,9.2/10
1980,Mere Khwabon Ka,Udit Narayan,BollywoodRomantic,Jism,9.4/10
1981,Mera Karma Tu,"Manhar Udhas, Mohammed Aziz, Suresh Wadkar",BollywoodPatriotic,Karma,8.2/10
1982,Jumme Kie Raat Hai (Remix),"Mika Singh, Palak Muchhal",BollywoodDance,Kick,8.8/10
1983,Poore Chand,Shail Hada,BollywoodRomantic,Goliyon Ki Rasleela Ram-leela,9.4/10
1984,Janeman Ek Nazar Dekh Le,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Mere Mehboob,8.3/10
1985,O Maa Tujhe Salaam,Jagjit Singh,BollywoodDevotional,Khal Nayak,8.9/10
1986,Holi Aayi Re,"Kishore Kumar, Lata Mangeshkar, Mahendra Kapoor",BollywoodDance,Mashaal,8.4/10
1987,Aaja Mahiya,"Alka Yagnik, Udit Narayan",BollywoodDance,Yaadein,9.3/10
1988,O Haseena Zulfonwale Jane Jahan,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Teesri Manzil,9.2/10
1989,Mora Gora Ang Laile,Lata Mangeshkar,BollywoodRomantic,Bandini,9.4/10
1990,Rangreza,"Abhijeet Sawant, Pragya Patra",BollywoodRomantic,Rangreza,8.6/10
1991,Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Yaariyan,8.8/10
1992,Koshampa,"Aaman Trikha, Anweshaa, Sanchita Bhattacharya",BollywoodDance,Kaanchi,6.9/10
1993,Sweety,"Aishwarya Nigam, Monali Thakur",BollywoodDance,Bobby Jasoos,8.6/10
1994,Sheher Mein,"Karthik, Mohit Chuahaan",BollywoodDance,Rockstar,9.3/10
1995,Mujhpe Har Haseena,"Alisha Chinai, Kumar Sanu, Sonu Nigam",BollywoodDance,Ishq Vishk,9.2/10
1996,Mitra,"Amitabh Bhattacharya, Salim Merchant",BollywoodSad,Band Baaja Baaraat,9.5/10
1997,Insaaf Ki Dagar Pe Bachchon Dikhaao Chal Ke,Hemant Kumar,BollywoodMotivational,Gunga Jumna,8.9/10
1998,Tu Hi Tu,Ayushman Khurana,BollywoodRomance,Nautanki Saala,9.4/10
1999,No. 1 Punjabi,"Jaspinder Narula, Sonu Nigam",BollywoodDance,Chori Chori Chupke Chupke,9.0/10
2000,Jeeley Yeh Lamhe,"Amit Mishra, Anupam Amod",BollywoodDance,Days Of Tafree,9.1/10
2001,Aaur Main Khush Hoon,Ash King,BollywoodDance,Kahaani 2,9.2/10
2002,Alvida,Mohammed Irfan,BollywoodRomantic,Luv Shv Pyar Vyar,9.3/10
2003,Bachalo Bachalo,"Alka Yagnik, Sonu Nigam",BollywoodDance,Khullam Khulla Pyaar Karen,8.2/10
2004,Tujhpe Fida,"Shraddha Pandit, Sulaiman Merchant",BollywoodDance,Heroine,9.7/10
2005,Kya Mil Gaya Hay Kya Kho Gaya,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Sasural,8.6/10
2006,Chittiyaan Kalaiyaan (Remix),"Kanika Kapoor, Meet Bros",BollywoodDance,Roy,8.3/10
2007,Bumbro Bumbro,"Jaspinder Narula, Shankar Mahadevan, Sunidhi Chauhan",BollywoodDance,Mission Kashmir,8.9/10
2008,Khul Kabhi Toh,Arijit Singh,BollywoodRomantic,Haider,9.5/10
2009,Pankhon Ko,Salim Merchant,BollywoodSad,Rocket Singh,9.6/10
2010,Miliyo Re,"Monali Thakur, Rochak Kohli",BollywoodSad,Monsoon Shootout,9.1/10
2011,Maula Sun Le Re,Papon,BollywoodSad,Madras Cafe,9.6/10
2012,Sweeta,Adnan Sami,BollywoodDance,Kill Dil,9.4/10
2013,Hona Hai Kya,Ram Sampath,BollywoodDance,Talaash,9.3/10
2014,Ram Kare Aisa Ho Jaye,Mukesh,BollywoodRomantic,Milan,8.8/10
2015,Catch Me If U Can,Amaal Mallik,BollywoodDance,Force 2,9.1/10
2016,Kabhi Tu Chalia Lagta Hai,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Patthar Ke Phool,9.1/10
2017,Lakhon Tare Aasman Per,"Lata Mangeshkar, Mukesh",BollywoodSad,Hariyali Aur Rasta,8.9/10
2018,Farrata,"Adityan, Armaan Malik",BollywoodDance,Tumhari Sulu,6.3/10
2019,Ye Mera Dil Pagal Hai,"Asha Bhosle, S.P. Balasubrahmanyam",BollywoodDance,Gardish,9.2/10
2020,Tune Maari Entriyaan (Remix),"Bappi Lahiri, KK, Neeti Mohan, Vishal Dadlani",BollywoodDance,Gunday,8.7/10
2021,Dushman Dil Ka Jo,Kavita Krishnamurthy,BollywoodDance,Roop Ki Rani Choron Ka Raja,8.8/10
2022,Deewane Hai Deewanon Ko,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Zanjeer,8.7/10
2023,Good Morning India,Sonu Nigam,BollywoodDance,Khushi,9.1/10
2024,Aap Aye To Khayal,Mahendra Kapoor,BollywoodRomantic,Gumrah,9.2/10
2025,Holi Khelein,"Anmol Malik, Shreya Ghoshal",BollywoodDance,Begum Jaan,9.3/10
2026,Kar Doon Kamaal,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Mujhse Shaadi Karogi,9.0/10
2027,Bekas Pe Karam Kijiye,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,9.1/10
2028,Haath Chhute Bhi,Jagjit Singh,BollywoodSad,Pinjar,9.3/10
2029,Yaadan Teriyan,Himesh Reshammiya,BollywoodSad,Dil Diya Hai,9.5/10
2030,Is Shaane Karam Ka � Qawali,Nusrat Fateh Ali Khan,BollywoodDevotional,Kachche Dhaage,8.7/10
2031,Zulf Ki Chhaon Mein,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Phir Wohi Dil Laya Hoon,8.8/10
2032,Jhoom Barabar Jhoom,"Aaman Trikha, Pawni Pandey, Shabab Sabri, Vineet Singh",BollywoodDance,Policegiri,8.6/10
2033,Chhil Gaye Naina,"Dipanshu Pandit, Kanika Kapoor",BollywoodSad,NH 10,9.5/10
2034,Jab Tum (Female),Shreya Ghoshal,BollywoodRomantic,Shaadi Abhi Baaki Hai,8.3/10
2035,Tandav,,BollywoodDance,Chaalbaaz,9.3/10
2036,Tu Mujhe Suna,"Nitin Mukesh, Suresh Wadkar",BollywoodRomantic,Chandni,8.8/10
2037,Kabhi Khushboo,K.K.,BollywoodSad,Saaya,9.5/10
2038,Matari Kotmari Tumba,Atul Kale,BollywoodDance,Jis Desh Mein Ganga Rehta Hai,8.3/10
2039,Haule Haule (Remix),"Hard Kaur, Sukhwinder Singh",BollywoodDance,Rab Ne Bana Di Jodi,9.5/10
2040,Horn OK Please,"Anushka Manchanda, Sukhwinder Singh, Yo Yo Honey Singh",BollywoodDance,Dedh Ishqiya,8.5/10
2041,Raah Mein Un Se,"Alka Yagnik, Kumar Sanu",BollywoodDanceRomantic,Vijaypath,8.6/10
2042,Nazar Bachakar Chale Gaye Woh,Mohammed Rafi,BollywoodRomantic,Dil Tera Deewana,9.1/10
2043,Gudiya Rani,Lata Mangeshkar,BollywoodDance,Lamhe,7.7/10
2044,Saara Saara Din Tum Kaam Karoge,Kavita Krishnamurthy,BollywoodRomantic,Nigahen,7.8/10
2045,Maine Pyar Kiya,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Maine Pyar Kiya,8.7/10
2046,Haila Haila,"Alka Yagnik, Udit Narayan",BollywoodDance,Koi Mil Gaya,8.9/10
2047,Dil Ye Ladaku,Monali Thakur,BollywoodRomantic,Saala Khadoos,9.5/10
2048,Pyaar Se Pyaar,Abhijeet,BollywoodDance,Raaz,9.2/10
2049,Gunja Re Chandan,"Hemlata, Suresh Wadkar",BollywoodRomantic,Nadiya Ke Paar,7.8/10
2050,Ek Garam Chai Ki Pyali,Anu Malik,BollywoodDance,Har Dil Jo Pyar Karega,9.0/10
2051,Noor E Khuda,"Adnan Sami, Shankar Ehsaan Loy, Shankar Mahadevan, Shreya Ghoshal",BollywoodMotivational,My Name is Khan,9.6/10
2052,Saadi Galli Aaja (Remix),Ayushman Khurana,BollywoodDance,Nautanki Saala,9.4/10
2053,Tera Saath Ho,Falak Shabir,BollywoodRomantic,7 Welcome To London,9.5/10
2054,Odhli Chunariya Tere Naam Ki,"Alka Yagnik, Kumar Sanu",BollywoodDance,Pyaar Kiya To Darna Kya,8.5/10
2055,Lakh Chhupao Chhup Na Sakega,Lata Mangeshkar,BollywoodDance,Asli Naqli,8.8/10
2056,Parinda,Pardeep Sran,Bollywood,Jab Harry Met Sejal,9.6/10
2057,Naraaz Savera Hai,Kumar Sanu,BollywoodSad,Sangharsh,9.2/10
